INSTAL_COD,INSTAL_NOM,INSTAL_N_1,ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,DATE_OUVER,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"51232122","CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-L'ASSOMPTION","CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-L'ASSOMPTION","11044682","Groupe Champlain inc.","Groupe Champlain inc.","12","Chaudière-Appalaches","16750, boulevard Lacroix"," ","G5Y2G4","29073","Saint-Georges","12132","Beauce-Sartigan","290","Beauce-Sartigan","1213","RLS de Beauce","1","RUISSS Université Laval","2","1","2","0","N","2010-02-24","2007-08-15",-70.64990234375,46.0974006652832,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232130","INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC","INST. UNIV. DE CARDIOLOGIE ET PNEUMOLOGIE DE QUÉBEC","13623616","Institut universitaire de cardiologie et de pneumologie de Québec – Université Laval","IUCPQ – UL","03","Capitale-Nationale","2725, chemin Sainte-Foy"," ","G1V4G5","23027","Québec","03123","Sainte-Foy - Sillery","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1","2","N"," ","2008-09-26",-71.29769897460938,46.77909851074219,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232148","CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE WALES","CHSLD WALES","11044948","Centre d'hébergement et de soins de longue durée Wales inc.","Centre d'hébergement et de soins de longue durée Wales","05","Estrie","506, Route 243"," ","J0B2H0","42110","Cleveland","05161","Val Saint-François","420","Le Val-Saint-François","0516","RLS de Val Saint-François","4","RUISSS Université de Sherbrooke","2","1","2","0","N","2012-04-12","2007-11-15",-72.17379760742188,45.67539978027344,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232155","CLSC DE SAINT-MICHEL","CLSC DE SAINT-MICHEL","11045200","Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal","CIUSSS de l'Est-de-l'Île-de-Montréal","06","Montréal","3355, rue Jarry Est"," ","H1Z2E5","66023","Montréal","06511","Saint-Michel","660","Montréal","0651","RLS de Saint-Léonard - Saint-Michel","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2008-09-30",-73.6082992553711,45.56560134887695,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232171","SAINT BRIGID'S HOME","SAINT BRIGID'S HOME","12409991","Hôpital Jeffery Hale - Saint Brigid's","Hôpital Jeffery Hale - Saint Brigid's","03","Capitale-Nationale","1645, chemin Saint-Louis"," ","G1S4M3","23027","Québec","03123","Sainte-Foy - Sillery","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","4","1","0","N","2007-04-10","2009-01-22",-71.24549865722656,46.784400939941406,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232189","INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE QUÉBEC","INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE QUÉBEC","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","2601, chemin de la Canardière"," ","G1J2G3","23027","Québec","03133","Beauport","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-01-23",-71.22049713134766,46.84769821166992,"Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232197","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE LA RUE MAISONNEUVE","CRDI-TSA DE LA RUE MAISONNEUVE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","1219, rue Maisonneuve"," ","J4K2S7","58227","Longueuil","16211","Longueuil-Ouest","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2008-11-07",-73.47660064697266,45.50920104980469,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232205","CENTRE D'HÉBERGEMENT DE LIMOILOU","CENTRE D'HÉBERGEMENT DE LIMOILOU","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","1401, chemin de la Canardière"," ","G1J0A6","23027","Québec","03126","Limoilou-Vanier","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1","0","N"," ","2008-11-12",-71.22360229492188,46.83639907836914,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232221","SERVICE D'AIDES TECHNIQUES ET SERVICES EXTERNES ÉDITH-STRAUSS","SERV. AIDES TECH. ET SERV. EXT. ÉDITH-STRAUSS","11168606","Centre de réadaptation Lethbridge-Layton-Mackay","Centre de réadaptation Lethbridge-Layton-Mackay","06","Montréal","16777, boulevard Hymus"," ","H9H3L4","66102","Kirkland","06111","Lac Saint-Louis","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","1","4","1","6","N","2007-04-04","2009-02-10",-73.84770202636719,45.450599670410156,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51232239","JARDINS DU HAUT SAINT-LAURENT","JARDINS DU HAUT SAINT-LAURENT","11054582","Centre d'hébergement et de soins de longue durée Côté-Jardin inc.","Centre d'hébergement et de soins de longue durée Côté-J","03","Capitale-Nationale","4770, rue Saint-Félix"," ","G3A0K9","23072","Saint-Augustin-de-Desmaures","03121","Laurentien","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","2","7","2","0","N","2010-02-24","2008-11-27",-71.3781967163086,46.736900329589844,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232254","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE ET EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE ROUYN-NORANDA","CRDP ET CRDI-TSA DE ROUYN-NORANDA","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","100, chemin du Docteur-Lemay"," ","J9X5T2","86042","Rouyn-Noranda","08131","Rouyn-Noranda","860","Rouyn-Noranda","0813","RLS de Rouyn-Noranda","3","RUISSS Université McGill","1","2","1","0","N"," ","2009-04-01",-79.02110290527344,48.225399017333984,"Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","2026-03-23"
"51232288","CLSC DE SAINT-ROMUALD","CLSC DE SAINT-ROMUALD","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","200-1205, boulevard Guillaume-Couture"," ","G6W0J6","25213","Lévis","12112","Les Chutes-de-la-Chaudière","251","Lévis","1211","RLS Alphonse-Desjardins","1","RUISSS Université Laval","1","2","1","0","N"," ","2008-11-15",-71.26349639892578,46.73540115356445,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232312","CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME LETENDRE","CENTRE ACT. DE JOUR DI ET TSA LETENDRE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","2420, rue Letendre"," ","J2C7E9","49058","Drummondville","04171","Drummond","490","Drummond","0417","RLS de Drummond","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","2009-05-05",-72.52459716796875,45.87110137939453,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232338","CPEJ ET SERVICES EXTERNES DE DOLBEAU-MISTASSINI","CPEJ ET SERV. EXT. DE DOLBEAU-MISTASSINI","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","201, boulevard des Pères, 2e étage"," ","G8L5C5","92022","Dolbeau-Mistassini","02121","Maria-Chapdelaine","920","Maria-Chapdelaine","0212","RLS de Maria-Chapdelaine","1","RUISSS Université Laval","1","2","1","0","N"," ","2008-05-05",-72.2261962890625,48.890499114990234,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51232346","FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE ROBERVAL","FOYER DE GROUPE POUR JDA DE ROBERVAL","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","200, boulevard de la Jeunesse"," ","G8H0A1","91025","Roberval","02111","Domaine-du-Roy","910","Le Domaine-du-Roy","0211","RLS du Domaine-du-Roy","1","RUISSS Université Laval","1","2","1","0","N"," ","2008-05-05",-72.22850036621094,48.50040054321289,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51232353","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE CHARNY","CRDP DE CHARNY","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","9500, boulevard du Centre-Hospitalier"," ","G6X0A1","25213","Lévis","12112","Les Chutes-de-la-Chaudière","251","Lévis","1211","RLS Alphonse-Desjardins","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-04-21",-71.2573013305664,46.725799560546875,"Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","2026-03-23"
"51232361","MAISON DE NAISSANCE DE LA CAPITALE-NATIONALE","MAISON DE NAISSANCE DE LA CAPITALE-NATIONALE","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","1280, 1re Avenue"," ","G1L3K9","23027","Québec","03126","Limoilou-Vanier","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-05-12",-71.2344970703125,46.82699966430664,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232379","CLSC DE LIMOILOU","CLSC DE LIMOILOU","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","1405, chemin de la Canardière"," ","G1J0A7","23027","Québec","03126","Limoilou-Vanier","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-05-12",-71.22360229492188,46.83639907836914,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232395","GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE SAINT-FRANÇOIS D’ASSISE","GMFU DE SAINT-FRANÇOIS D’ASSISE","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","10, rue de l'Espinay"," ","G1L3L5","23027","Québec","03126","Limoilou-Vanier","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-05-12",-71.23660278320312,46.82780075073242,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232445","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE LA MATANIE","CPEJ DE LA MATANIE","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","568, avenue du Phare Est"," ","G4W1B1","08053","Matane","01171","Matane","080","La Matanie","0117","RLS de Matane","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-04-03",-67.5105972290039,48.85279846191406,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232452","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE LA MITIS","CPEJ DE LA MITIS","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","1490, rue Lindsay, bureau 201"," ","G5H2Z7","09077","Mont-Joli","01161","La Mitis","090","La Mitis","0116","RLS de La Mitis","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-04-17",-68.19219970703125,48.58720016479492,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232486","CLSC MURRAY","CLSC MURRAY","13818596","Centre de santé et de services sociaux - Institut universitaire de gériatrie de Sherbrooke","CSSS- Institut universitaire de gériatrie de Sherbrooke","05","Estrie","500, rue Murray"," ","J1G2K6","43027","Sherbrooke","05151","Sherbrooke","430","Sherbrooke","0515","RLS de Sherbrooke","4","RUISSS Université de Sherbrooke","1","2","1","9","O","2007-04-02","2008-09-01",-71.8761978149414,45.4005012512207,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232502","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE SAINT-BRUNO","CRDP DE SAINT-BRUNO","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","265, boulevard Seigneurial Ouest"," ","J3V2H4","58037","Saint-Bruno-de-Montarville","16221","Saint-Bruno - Beloeil - Saint-Hilaire","580","Longueuil","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","2010-04-07",-73.34459686279297,45.52149963378906,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51232510","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE LA RUE CHICOINE","CRDP DE LA RUE CHICOINE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","486, rue Chicoine","bureau 100","J7V7E4","71083","Vaudreuil-Dorion","16311","Vaudreuil-Soulanges","710","Vaudreuil-Soulanges","1631","RLS de Vaudreuil-Soulanges","3","RUISSS Université McGill","1","2","1","0","N"," ","2007-09-01",-74.02059936523438,45.37699890136719,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","2026-03-23"
"51232528","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE LA RUE LAMARRE","CRDP DE LA RUE LAMARRE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","388, rue Lamarre"," ","J4J1T2","58227","Longueuil","16212","Longueuil-Est","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2008-10-31",-73.48470306396484,45.534698486328125,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","2026-03-23"
"51232536","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DU CENTRE-DE-MONTRÉAL","CPRJDA DU CENTRE-DE-MONTRÉAL","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","5800, rue Saint-Denis"," ","H2S3L5","66023","Montréal","06432","Petite Patrie","660","Montréal","0643","RLS de la Petite Patrie - Villeray","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-04-06",-73.59819793701172,45.53020095825195,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51232551","CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION FULLUM","CENTRE DE JOUR POUR JDA FULLUM","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","2025, rue Fullum","local 220","H2K3N5","66023","Montréal","06323","Montréal - Centre-Sud","660","Montréal","0632","RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-04-06",-73.55549621582031,45.53089904785156,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51232569","CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LAJEUNESSE","CENTRE DE JOUR POUR JDA LAJEUNESSE","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","10794, rue Lajeunesse"," ","H3L2E8","66023","Montréal","06421","Ahuntsic","660","Montréal","0642","RLS d'Ahuntsic - Montréal-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-04-06",-73.67009735107422,45.55540084838867,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51232577","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE SAINT-LAURENT","CPEJ SAINT-LAURENT","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","750, boulevard Marcel-Laurin","suite 230","H4M2M4","66023","Montréal","06412","Saint-Laurent","660","Montréal","0641","RLS du Nord de l'Île - Saint-Laurent","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-04-06",-73.68299865722656,45.506500244140625,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232585","CHSLD DE SAINT-EUGÈNE","CHSLD DE SAINT-EUGÈNE","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","2, rue de la Madone"," ","G0R1X0","17078","L'Islet","12152","L'Islet","170","L'Islet","1215","RLS de Montmagny-L'Islet","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-03-20",-70.33660125732422,47.084598541259766,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232601","CHSLD DE SAINTE-PERPÉTUE","CHSLD DE SAINTE-PERPÉTUE","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","22, rue des Loisirs"," ","G0R3Z0","17030","Sainte-Perpétue","12152","L'Islet","170","L'Islet","1215","RLS de Montmagny-L'Islet","1","RUISSS Université Laval","1","2","1","0","N"," ","2009-03-20",-69.9259033203125,47.059898376464844,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232619","CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE","CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE","15103658","Centre d'accueil Le Programme de Portage inc.","Centre d'accueil Le Programme de Portage inc.","12","Chaudière-Appalaches","244, chemin de la Station-Touristique","de la crapaudiere","G0R3N0","19025","Saint-Malachie","12114","Bellechasse","190","Bellechasse","1211","RLS Alphonse-Desjardins","1","RUISSS Université Laval","2","1","6","0","N","2010-02-24","2009-11-01",-70.70970153808594,46.49330139160156,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51232627","CHSLD VIGI MARIE-CLARET","CHSLD VIGI MARIE-CLARET","11044815","Vigi Santé Ltée","Vigi Santé Ltée","06","Montréal","3345, boulevard Henri-Bourassa Est"," ","H1H1H6","66023","Montréal","06422","Montréal-Nord","660","Montréal","0642","RLS d'Ahuntsic - Montréal-Nord","2","RUISSS Université de Montréal","2","1","2","0","N","2012-05-15","2010-04-01",-73.64969635009766,45.58649826049805,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232635","CENTRE D'HÉBERGEMENT CHAMPLAIN-DES-POMMETIERS","CENTRE D'HÉBERGEMENT CHAMPLAIN-DES-POMMETIERS","11044682","Groupe Champlain inc.","Groupe Champlain inc.","16","Montérégie","350, rue Serge-Pépin"," ","J3G0C3","57040","Beloeil","16221","Saint-Bruno - Beloeil - Saint-Hilaire","570","La Vallée-du-Richelieu","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","2","1","2","0","N","2010-02-24","2009-12-08",-73.20069885253906,45.59109878540039,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232650","FOYER DE GROUPE ROXBORO","FOYER DE GROUPE ROXBORO","11045168","Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal","CIUSSS de l'Ouest-de-l'Île-de-Montréal","06","Montréal","105, 4e Avenue Sud"," ","H8Y2L6","66023","Montréal","06112","Pierrefonds","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","1","2","1","0","N"," ","2008-10-06",-73.79769897460938,45.50709915161133,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51232668","CENTRE D'ACTIVITÉS DE JOUR","CENTRE D'ACTIVITÉS DE JOUR","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","25, rue du Parc"," ","G5J2L4","07047","Amqui","01181","La Matapédia","070","La Matapédia","0118","RLS de La Matapédia","1","RUISSS Université Laval","1","2","1","0","N"," ","2010-04-19",-67.43440246582031,48.46369934082031,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232676","POINT DE SERVICE MRC DE MATANE","POINT DE SERVICE MRC DE MATANE","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","91, avenue D'Amours"," ","G4W2X5","08053","Matane","01171","Matane","080","La Matanie","0117","RLS de Matane","1","RUISSS Université Laval","1","2","1","0","N"," ","2010-04-19",-67.52619934082031,48.84550094604492,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232684","POINT DE SERVICE MRC MITIS","POINT DE SERVICE MRC MITIS","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","1526, boulevard Jacques-Cartier"," ","G5H2V8","09077","Mont-Joli","01161","La Mitis","090","La Mitis","0116","RLS de La Mitis","1","RUISSS Université Laval","1","2","1","0","N"," ","2010-04-19",-68.19010162353516,48.58720016479492,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232726","CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME F.X.-BOUCHARD","CENTRE ACT. DE JOUR DI ET TSA F.X.-BOUCHARD","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","440, rue Brassard"," ","G8H2E1","91025","Roberval","02111","Domaine-du-Roy","910","Le Domaine-du-Roy","0211","RLS du Domaine-du-Roy","1","RUISSS Université Laval","1","2","1","0","N"," ","2010-02-03",-72.22920227050781,48.514801025390625,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232783","GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE SAINT-CHARLES-BORROMÉE","GMFU DE SAINT-CHARLES-BORROMÉE","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","50, chemin du Golf Ouest"," ","J6E2B4","61035","Saint-Charles-Borromée","14113","Joliette","610","Joliette","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-10-01",-73.45390319824219,46.04029846191406,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232791","CENTRE DE SERVICES AMBULATOIRES EN PÉDOPSYCHIATRIE DE REPENTIGNY","CENTRE SERV. AMB. EN PÉDOPSY. DE REPENTIGNY","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","465, rue Notre-Dame, bureau 204"," ","J6A2T3","60013","Repentigny","14122","L'Assomption","600","L'Assomption","1412","RLS de Lanaudière-Sud","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-08-07",-73.44619750976562,45.73970031738281,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51232809","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE REPENTIGNY","CRD DE REPENTIGNY","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","155, rue Notre-Dame suite 19"," ","J6A5L3","60013","Repentigny","14121","Les Moulins","600","L'Assomption","1412","RLS de Lanaudière-Sud","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2009-08-07",-73.64749908447266,45.70909881591797,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51232817","CLSC SAINTE-GENEVIÈVE","CLSC SAINTE-GENEVIÈVE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","620, rue Sainte-Geneviève"," ","G9A3W7","37067","Trois-Rivières","04151","Trois-Rivières","371","Trois-Rivières","0415","RLS de Trois-Rivières","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2008-11-22",-72.53949737548828,46.348899841308594,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
