ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"29530078","Centre d'hébergement et de soins de longue durée Bussey (Québec) inc.","CHSLD Bussey (Québec) inc.","06","Montréal","2069, boulevard Saint-Joseph"," ","H8S4B7","66023","Montréal","06121","Lachine","660","Montréal","0612","RLS de Dorval - Lachine - Lasalle","3","RUISSS Université McGill","2","1","2","0","N","2010-02-24",-73.68329620361328,45.433101654052734,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"15103658","Centre d'accueil Le Programme de Portage inc.","Centre d'accueil Le Programme de Portage inc.","06","Montréal","865, place Richmond"," ","H3J1V8","66023","Montréal","06311","Saint-Henri","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","2","1","6","0","N","2010-02-24",-73.57250213623047,45.491798400878906,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"11042603","Groupe Roy Santé inc.","Groupe Roy Santé inc.","06","Montréal","3550, rue Saint-Urbain"," ","H2X4C5","66023","Montréal","06225","Métro","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","2","1","2","0","N","2010-02-24",-73.5728988647461,45.51219940185547,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11045077","Centre d'hébergement et de soins de longue durée Groupe-Santé-Arbec inc.","CHSLD Groupe-Santé-Arbec inc.","14","Lanaudière","3931, rue Lakeshore Drive"," ","J0K1S0","62037","Rawdon","14111","Matawinie","620","Matawinie","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","2","1","2","0","N","2014-07-30",-73.70220184326172,46.050899505615234,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11084464","Centre de soins prolongés Grace Dart","Centre de soins prolongés Grace Dart","06","Montréal","5155, rue Sainte-Catherine Est"," ","H1V2A5","66023","Montréal","06533","Hochelaga-Maisonneuve","660","Montréal","0653","RLS de Hochelaga - Mercier-Ouest - Rosemont","2","RUISSS Université de Montréal","1","6","1","0","N","2007-04-04",-73.52890014648438,45.55950164794922,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11043890","Centre d'hébergement de la Marée inc.","Centre d'hébergement de la Marée inc.","06","Montréal","7015, boulevard Gouin Est"," ","H1E5N2","66023","Montréal","06521","Rivière-des-Prairies","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.61900329589844,45.63010025024414,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11053139","Centre d'hébergement et de soins de longue durée Marguerite-Rocheleau inc.","CHSLD Marguerite-Rocheleau inc.","14","Lanaudière","751, rue Marcel-De La Sablonnière"," ","J6Y0M4","64008","Terrebonne","14121","Les Moulins","640","Les Moulins","1412","RLS de Lanaudière-Sud","2","RUISSS Université de Montréal","2","2","2","0","N"," ",-73.72859954833984,45.687198638916016,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"23182884","Centre d'hébergement St-François inc.","Centre d'hébergement St-François inc.","02","Saguenay–Lac-Saint-Jean","912, rue Jacques-Cartier Est"," ","G7H2A9","94068","Saguenay","02151","Saguenay","941","Saguenay","0215","RLS de Chicoutimi","1","RUISSS Université Laval","2","1","2","0","N","2010-02-23",-71.03949737548828,48.423099517822266,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044831","Maison des aînés de Saint-Timothée inc.","Maison des aînés de Saint-Timothée inc.","16","Montérégie","1, rue des Aînés"," ","J6S6M8","70052","Salaberry-de-Valleyfield","16321","Valleyfield-Beauharnois","700","Beauharnois-Salaberry","1632","RLS du Suroît","3","RUISSS Université McGill","2","1","2","0","N","2011-11-09",-74.03669738769531,45.289398193359375,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"27368703","Centre d'accueil Marcelle-Ferron inc.","Centre d'accueil Marcelle-Ferron inc.","16","Montérégie","8600, boulevard Marie-Victorin"," ","J4X1A1","58007","Brossard","16111","Brossard - Saint-Lambert","580","Longueuil","1611","RLS de Champlain","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.49440002441406,45.44609832763672,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
